46:9,3,4,7,9,8,7,2,9,5,1,4,9,9,4,8,3,5,1,8,8,2,3,8,4,8,7,1,4,6
47:7,9,9,2,6,3,1,6,9,8,7,7,1,4,9,6,8,7,7,2,7,6,3,5,7,8,8,8,7,3
48:7,4,9,7,2,2,5,7,1,6,9,4,6,7,5,5,5,1,7,6,4,1,1,9,8,1,3,9,3,2
49:7,8,5,6,1,9,1,8,6,2,9,5,4,7,5,2,9,3,4,9,4,1,2,2,1,6,6,9,8,6
50:9,4,8,3,4,8,4,6,9,5,6,5,2,5,1,1,2,2,9,4,6,7,6,8,7,4,4,4,5,2
51:4,6,1,8,3,7,3,4,5,9,3,3,9,8,5,2,6,6,1,7,2,7,9,2,7,9,2,6,5,9
52:7,8,9,5,7,3,5,8,1,8,7,1,9,6,6,1,1,8,7,3,3,9,1,1,7,1,1,8,6,9
53:3,6,2,8,8,9,4,3,7,1,3,1,9,5,6,6,7,8,6,6,2,2,8,3,1,3,1,4,7,9
54:8,9,6,7,6,3,9,6,6,4,4,4,6,1,5,9,6,2,2,1,8,5,2,3,4,4,2,9,4,5
55:6,2,2,9,7,2,6,3,5,2,4,6,5,2,8,8,8,2,8,6,9,6,9,9,2,8,8,2,8,7
56:9,1,5,8,3,1,2,2,2,9,2,8,4,9,4,1,1,4,8,6,2,3,1,3,9,5,5,4,6,4
57:4,8,8,5,2,7,1,2,2,6,7,8,7,6,7,1,9,6,5,2,6,4,2,9,2,9,8,6,9,4
58:9,1,4,3,2,8,9,7,5,6,4,8,7,4,2,7,6,2,7,7,6,2,5,4,1,8,5,2,6,9
59:8,8,1,1,2,8,6,9,1,1,4,8,1,4,2,3,7,9,7,6,9,4,6,7,7,4,1,3,9,2
60:4,3,1,3,6,3,3,1,3,3,8,8,9,8,5,5,3,1,5,4,1,6,8,8,8,1,8,5,7,8
61:7,9,9,2,6,3,1,6,9,8,7,7,1,4,9,6,8,7,7,2,7,6,3,5,7,8,8,8,7,6
62:3,5,7,7,7,8,6,8,4,7,1,6,4,1,7,3,9,3,6,6,1,3,8,7,3,4,5,5,5,8
63:2,1,5,4,3,8,9,3,7,3,7,4,4,3,6,8,2,1,8,4,6,9,7,4,3,8,6,2,8,5
64:7,8,2,2,4,4,5,1,3,1,9,4,8,9,2,8,5,8,9,5,7,1,5,9,7,9,4,1,5,5
65:3,2,7,2,4,7,4,9,8,9,8,5,3,5,4,3,8,6,7,8,7,4,4,5,1,9,9,7,1,4
66:3,8,6,8,5,2,2,9,2,4,9,4,9,6,8,7,4,7,2,5,8,7,6,2,9,5,1,2,4,2
67:3,5,2,5,8,4,9,6,5,9,1,2,4,3,5,4,1,2,1,4,1,5,8,6,3,8,8,2,2,7
68:4,3,8,7,8,3,5,5,5,8,6,7,4,5,7,6,8,1,8,1,8,4,5,1,9,4,2,7,5,8
69:4,1,5,6,8,1,1,9,6,1,4,8,5,6,3,2,3,6,7,3,2,9,4,6,1,3,1,2,7,3
70:7,4,8,6,7,6,1,4,7,1,9,5,7,5,6,4,2,6,4,5,2,3,9,5,5,4,6,6,1,2
71:1,3,3,5,9,7,1,1,6,2,2,7,5,8,9,8,8,1,5,7,1,5,3,3,9,9,7,2,3,9
72:8,7,2,3,5,5,5,3,9,2,5,5,8,5,9,1,2,8,3,2,7,6,4,2,7,4,7,3,5,3
73:2,6,7,3,5,9,6,5,2,9,8,1,1,2,6,4,7,2,7,2,2,4,4,5,1,5,7,9,3,6
74:2,3,1,5,1,7,4,7,1,5,2,9,4,2,9,5,8,2,5,3,3,7,3,7,2,2,3,9,8,2
75:4,8,9,8,8,8,8,3,1,3,7,6,9,3,4,9,5,8,2,1,6,4,5,7,5,2,9,7,8,8
76:3,8,4,9,6,5,8,1,6,8,9,8,5,1,6,4,8,8,5,7,6,1,9,7,7,5,5,8,5,6
77:5,4,8,9,5,3,2,1,8,6,9,2,2,3,8,4,8,3,3,5,9,2,9,9,6,6,2,4,7,1
78:4,6,1,8,3,7,3,4,5,9,3,3,9,8,5,2,6,6,1,7,2,7,9,2,7,9,2,6,5,9
79:4,2,5,6,8,1,1,9,6,1,4,8,5,6,3,2,3,6,7,3,2,9,4,6,1,3,1,2,7,7
80:2,6,5,2,5,5,1,3,5,8,5,9,4,3,2,6,5,8,2,3,1,2,9,8,4,9,2,6,3,9
81:7,8,9,4,1,3,4,5,3,3,4,5,7,9,5,3,9,4,4,7,6,2,2,3,6,2,3,2,8,6
82:4,5,7,8,6,2,6,6,5,1,7,7,9,4,9,8,6,8,1,2,8,2,9,9,1,9,3,2,4,3
83:3,2,8,9,6,9,8,6,7,2,5,8,1,7,4,6,5,9,9,9,3,1,4,1,3,2,8,4,3,5
84:8,1,1,4,2,3,5,8,3,6,8,5,3,4,3,6,5,8,7,2,1,5,8,3,9,8,8,2,7,4
85:2,3,1,1,1,3,4,3,8,7,1,2,2,2,6,7,8,1,3,1,5,5,7,6,5,3,2,1,9,2
86:4,7,5,6,4,1,8,5,5,7,9,4,6,7,1,6,7,7,9,1,4,6,1,4,6,2,9,2,4,3
87:3,9,8,9,7,2,9,2,3,8,8,5,4,8,6,9,9,5,2,9,3,9,2,5,4,4,8,5,3,8
88:4,2,8,8,4,6,3,7,5,5,2,8,2,4,4,4,1,1,3,4,7,1,7,1,4,8,1,8,3,1
89:1,6,9,1,7,4,5,5,9,2,3,3,4,8,3,2,1,5,8,3,7,7,3,8,6,5,8,6,3,1
90:2,9,4,3,3,9,2,1,8,7,4,7,4,1,9,9,3,9,4,9,8,2,7,2,2,2,8,2,7,5
91:1,9,9,5,5,1,1,9,7,8,1,2,1,7,5,9,6,6,5,6,8,9,8,9,9,5,5,5,8,7
92:8,1,5,7,7,7,2,6,1,7,3,2,7,5,4,5,9,3,7,1,7,5,4,2,2,9,8,6,1,5
93:3,4,4,7,1,1,7,8,8,4,3,4,1,9,9,3,8,2,8,7,4,2,5,4,6,1,8,1,8,3
94:9,7,1,4,6,4,2,6,1,1,3,6,6,3,3,1,4,8,4,1,2,7,7,7,6,8,6,9,9,8
95:2,4,8,9,2,6,5,5,4,2,2,4,5,2,7,2,8,9,4,2,4,3,5,3,3,3,6,5,3,1
96:4,3,1,5,5,3,4,6,5,4,4,3,4,8,5,2,7,6,1,2,4,6,7,7,4,1,2,3,1,7
97:3,2,7,2,4,7,4,9,8,9,8,5,3,5,4,3,8,6,7,8,7,4,4,5,1,4,9,7,1,4
98:4,6,3,5,5,4,2,9,8,7,6,2,1,6,1,7,7,7,9,3,6,5,1,5,8,2,1,2,6,1
99:3,9,8,9,7,2,9,2,3,8,8,5,4,8,6,9,2,5,2,9,3,9,2,5,4,4,8,5,3,9
100:2,2,8,8,7,9,5,5,9,4,5,4,8,2,3,5,2,4,9,1,7,9,7,8,5,8,1,1,3,5
101:2,6,1,2,4,2,6,5,8,7,7,1,7,5,4,9,6,5,4,6,2,6,8,1,5,8,3,4,1,9
102:9,8,5,4,4,5,5,4,8,1,2,7,2,5,8,8,2,9,7,4,1,9,2,2,4,3,6,6,1,3
103:1,1,3,3,9,9,6,1,8,9,9,7,2,6,2,2,1,3,4,2,9,8,4,8,3,1,2,9,7,4
104:6,4,5,4,3,9,7,9,3,3,3,9,9,6,3,1,2,9,4,7,6,3,3,1,4,5,7,9,8,6
105:9,5,5,5,8,4,4,6,4,7,7,3,9,2,7,5,2,5,7,4,9,9,4,9,4,5,3,2,9,7
106:5,7,6,4,6,5,5,1,4,8,5,9,9,8,4,9,6,5,8,4,3,7,5,7,4,1,9,7,2,1
107:5,9,8,8,5,8,8,4,5,7,5,2,2,6,3,5,7,6,3,4,7,2,3,4,6,9,4,5,3,4
108:4,6,9,7,2,6,8,8,8,4,9,9,3,8,3,5,2,9,2,5,7,4,1,2,8,8,8,8,3,2
109:9,9,8,1,4,2,2,7,3,5,9,9,8,6,2,7,5,9,7,8,4,9,9,7,4,9,1,5,9,8
110:2,6,7,3,4,9,1,9,1,5,6,5,2,3,9,8,2,4,8,5,3,7,5,8,8,6,1,2,7,5
111:5,2,9,5,5,3,8,4,2,2,9,3,5,7,2,2,1,7,2,2,5,4,4,4,6,9,6,8,5,1
112:8,4,6,2,1,1,9,1,9,2,4,3,9,4,3,6,7,1,1,7,2,2,5,1,7,6,3,4,2,4
113:2,6,7,3,4,9,1,9,1,5,6,5,2,3,9,8,4,4,8,5,3,7,5,8,8,6,1,2,7,6
114:5,9,1,6,1,1,5,9,3,6,3,5,2,5,7,6,9,5,5,5,9,5,7,7,8,9,8,9,8,7
115:1,8,1,7,4,5,5,2,8,9,2,4,3,6,8,1,1,3,3,1,4,4,4,7,3,6,1,7,4,6
116:2,1,8,8,6,9,1,5,9,9,7,1,7,9,9,7,9,3,9,9,3,9,8,1,3,2,1,4,3,3
117:3,5,7,7,7,8,6,8,4,7,1,6,4,1,7,3,9,3,6,6,1,3,8,7,3,4,5,5,5,9
118:2,3,1,5,1,7,4,7,1,5,2,9,4,2,9,5,8,1,5,3,3,7,3,7,2,2,3,9,8,2
119:2,3,2,6,8,1,7,4,1,6,6,9,1,2,3,8,8,8,5,2,3,9,1,7,8,2,3,1,4,8
120:6,6,8,3,2,1,9,2,1,1,4,1,7,9,8,2,8,7,3,1,4,3,3,4,8,4,4,4,7,1
121:7,3,3,4,4,6,7,1,9,7,4,5,1,7,3,3,2,3,8,1,8,5,3,6,6,4,7,2,6,4
122:6,5,5,9,6,3,6,7,7,3,5,5,8,7,7,7,5,5,2,6,1,5,3,3,1,7,7,6,4,6
123:8,2,8,5,2,2,8,7,1,8,5,6,6,9,9,5,4,4,8,5,8,5,8,9,6,4,7,8,5,5
124:6,5,5,9,6,3,6,7,7,3,5,5,8,7,7,7,5,5,2,6,1,5,3,3,2,7,7,6,4,1
125:1,9,9,7,6,3,1,9,5,4,3,3,9,1,7,8,2,7,3,8,2,5,1,7,5,6,6,2,5,9
126:9,1,5,8,3,1,2,2,2,9,2,8,4,9,4,1,1,4,8,6,2,3,1,3,9,5,5,4,6,4
127:2,7,9,5,4,1,6,1,6,7,1,3,8,3,9,5,8,7,6,3,3,4,1,4,3,5,4,7,7,5
128:5,9,1,6,1,1,5,9,3,6,3,5,2,5,7,6,9,5,5,5,9,5,7,7,8,9,8,9,4,5
129:4,1,9,7,9,9,9,2,8,3,3,8,5,3,7,8,5,8,1,2,8,9,8,3,4,7,5,8,3,1
130:3,2,7,2,4,7,4,9,8,9,8,5,3,5,4,3,8,6,7,8,7,4,4,5,1,9,9,7,1,4
131:4,1,7,4,9,9,4,3,7,8,6,6,8,2,8,7,3,7,5,4,9,1,6,1,7,8,4,3,7,4
132:4,6,4,2,8,3,9,8,5,1,6,1,7,9,1,7,7,1,8,3,4,2,4,8,5,1,6,2,9,9
133:6,9,9,9,1,8,3,1,4,7,4,1,1,1,3,1,5,6,8,7,2,2,4,4,3,8,2,7,4,2
134:9,8,2,6,4,9,3,9,3,8,5,2,6,1,9,2,9,4,7,9,8,9,3,1,6,6,3,8,5,1
135:5,5,1,7,1,5,3,9,7,1,8,6,5,3,5,5,9,4,3,7,2,9,5,6,6,5,5,7,3,8
136:2,5,6,7,5,4,5,4,4,3,1,9,4,8,1,3,5,6,3,1,1,1,9,8,2,2,7,8,5,2
137:3,3,9,5,8,4,7,7,8,2,3,3,5,5,6,6,6,2,4,5,7,6,8,5,1,4,2,2,4,2
138:8,8,1,3,1,9,6,8,5,6,4,3,2,6,5,3,4,6,5,5,1,8,4,6,4,7,7,8,7,2
139:6,2,3,9,1,7,4,7,3,1,4,1,9,3,8,2,7,6,4,7,4,9,2,1,2,5,3,8,9,2
140:2,8,6,9,7,1,5,1,8,1,9,1,9,7,2,1,1,3,8,3,1,5,9,4,5,4,8,2,7,3
141:6,5,6,1,3,7,3,6,6,2,6,4,5,8,1,1,3,5,4,1,1,4,2,8,1,6,5,6,1,3
142:4,2,2,9,4,8,3,1,6,6,4,3,8,8,6,3,9,4,4,2,2,8,2,2,7,1,2,6,8,3
143:4,6,1,1,2,4,1,3,5,7,9,1,3,6,2,3,7,4,6,8,5,3,4,1,2,3,7,8,5,6
144:7,7,5,8,6,5,2,3,1,3,3,6,6,4,9,5,1,6,4,6,6,1,8,3,9,5,5,6,7,2
145:7,2,4,3,9,6,8,4,1,3,6,6,1,4,3,2,1,8,6,6,8,6,5,8,1,3,7,2,2,5
146:1,3,3,5,9,7,1,1,6,2,2,7,5,8,9,8,8,1,5,7,1,5,3,3,9,9,7,2,3,8
147:2,1,5,4,3,8,9,3,7,3,7,4,4,3,6,8,2,1,8,4,6,9,7,4,3,8,6,1,8,5
148:1,6,7,2,5,3,5,6,2,7,9,3,5,4,7,2,9,9,5,7,8,7,7,4,6,6,4,1,2,8
149:7,3,3,4,8,5,9,6,1,5,7,8,5,3,4,8,5,3,9,3,6,1,5,1,8,4,8,8,7,9
150:9,8,5,9,9,4,7,3,1,7,4,4,4,8,3,2,8,9,9,7,8,2,7,8,7,7,2,3,7,7
151:8,4,6,2,1,1,9,1,9,2,4,3,9,4,3,6,7,1,1,7,2,2,5,1,7,6,3,4,2,5
152:5,4,6,8,3,1,5,7,7,9,1,3,9,7,3,1,4,6,4,5,5,9,1,2,6,3,6,6,2,7
153:4,5,7,8,6,4,9,9,5,2,6,9,7,3,8,3,5,1,4,7,3,5,6,9,2,8,4,7,8,4
154:7,2,4,3,9,6,8,4,1,3,6,6,1,4,3,2,8,8,6,6,8,6,5,8,1,3,7,2,2,2
155:7,3,6,5,5,3,4,4,7,6,3,1,9,8,2,8,4,2,8,8,4,6,7,4,3,8,4,7,3,8
156:3,8,4,9,6,5,8,1,6,8,9,8,6,1,6,4,8,8,5,7,6,1,9,7,7,5,5,8,5,8
157:9,4,8,8,6,4,3,4,2,8,6,7,9,9,1,4,2,5,5,8,5,8,1,8,9,9,9,7,6,4
158:1,6,7,3,9,1,1,6,3,6,7,9,7,9,8,7,8,5,1,8,7,5,2,7,5,7,4,1,6,2
159:8,8,3,2,2,6,8,4,5,8,8,3,1,8,2,4,1,7,8,9,1,8,5,9,4,1,4,7,3,7
160:6,1,7,7,5,9,7,4,5,7,5,6,1,2,6,8,5,6,4,7,5,2,3,7,3,6,1,8,8,4
161:2,7,8,9,7,6,5,1,4,1,3,4,5,7,3,1,1,7,7,2,3,4,7,7,9,1,4,3,7,2
162:9,6,3,1,9,1,3,6,5,6,8,1,2,1,1,1,9,3,7,2,2,5,1,9,8,1,2,6,9,9
163:1,3,9,2,2,7,7,3,1,1,9,8,7,4,8,1,9,8,4,5,3,9,1,5,5,5,3,6,8,4
164:8,5,1,5,3,4,6,1,2,3,4,6,2,2,9,8,5,5,8,4,3,5,7,8,9,6,9,8,6,2
165:3,9,8,5,9,2,9,5,9,3,5,6,6,8,2,8,3,3,7,1,4,3,5,2,8,2,8,7,9,4
166:3,1,7,3,9,2,8,9,6,3,1,5,3,2,1,2,6,3,3,6,3,9,3,6,2,3,6,5,5,9
167:9,1,1,9,5,9,4,4,3,7,3,5,6,3,8,4,1,8,8,1,7,1,7,5,3,9,2,3,8,5
168:4,9,3,2,6,8,7,5,1,2,4,1,4,3,9,2,3,3,4,6,1,4,9,7,7,1,6,5,9,6
169:8,9,9,7,2,1,7,5,7,1,3,1,3,5,7,5,3,5,2,8,1,7,1,4,3,5,6,9,8,7
170:9,8,5,4,4,5,5,4,8,1,2,7,2,5,8,8,2,9,7,4,1,9,2,2,4,3,6,3,1,3
171:7,5,6,7,8,8,8,6,4,2,1,2,9,9,1,1,1,2,9,6,9,2,1,7,2,4,3,3,2,6
172:9,7,1,4,6,4,2,6,1,1,3,6,6,3,3,1,4,8,4,1,2,7,7,7,6,8,6,9,9,1
173:8,2,9,1,4,2,3,1,8,6,6,1,1,7,4,7,6,5,4,6,8,5,4,7,5,1,3,3,2,3
174:9,1,1,3,2,6,2,2,7,2,1,1,2,5,4,5,8,9,2,2,9,4,1,6,9,9,9,1,7,2
175:5,6,4,8,2,7,8,5,5,9,6,3,6,4,6,2,8,2,3,2,4,2,8,4,8,7,7,7,3,1
176:8,1,7,8,3,7,7,6,5,4,4,9,2,1,6,1,4,7,8,2,4,2,3,7,9,7,5,2,2,9
177:4,3,2,4,4,4,8,9,8,1,5,5,9,2,9,4,5,1,2,6,2,9,1,8,8,9,5,6,8,4
178:6,6,7,7,1,8,9,8,8,1,9,1,3,7,5,5,8,2,6,6,3,2,1,2,8,5,3,2,9,1
179:6,7,1,3,8,2,5,3,2,5,9,9,5,2,3,3,1,9,2,6,3,4,5,5,7,1,6,3,4,6
180:5,2,9,5,5,3,8,4,2,2,9,3,5,7,2,2,1,7,2,2,5,1,4,4,6,9,6,8,5,4
181:3,5,6,9,1,8,4,6,3,7,5,1,9,1,1,1,9,7,6,6,8,5,4,4,1,3,6,5,3,8
182:7,4,4,9,8,6,5,8,6,9,7,6,4,8,9,9,3,3,7,4,8,7,1,5,2,7,7,1,2,6
183:9,8,5,9,9,4,7,3,1,7,4,4,4,8,3,2,8,7,9,7,8,2,7,8,7,7,2,3,7,7
184:7,8,9,4,1,3,4,5,3,3,4,5,7,9,5,3,9,4,4,7,6,2,2,3,6,3,3,2,8,1
185:4,1,1,2,4,1,8,1,5,3,4,9,4,6,9,9,1,7,9,4,3,2,4,9,4,1,3,3,2,8
186:4,5,7,5,4,8,1,4,9,8,3,8,5,5,3,7,9,5,8,4,5,9,6,2,6,7,3,1,1,7
187:2,9,4,5,3,3,2,5,8,4,1,1,8,8,2,2,1,9,4,1,1,5,1,6,7,9,5,5,9,5
188:2,3,7,5,2,9,8,3,8,9,8,1,5,9,8,4,9,6,6,3,8,4,1,9,8,8,5,3,9,8
189:5,2,9,5,5,3,8,4,2,2,9,3,5,7,2,2,1,7,2,2,5,4,4,4,6,9,6,8,5,4
190:3,8,6,8,5,2,2,9,2,4,9,4,9,6,8,7,4,7,2,5,8,7,6,2,9,5,1,2,4,8
191:4,5,4,5,6,6,6,5,6,8,9,6,9,4,8,8,3,6,3,1,7,8,8,7,9,5,3,5,4,8
192:1,1,9,5,9,2,1,6,1,1,4,8,5,1,1,9,4,8,5,3,1,3,9,4,8,7,7,2,9,5
193:7,9,9,2,6,3,1,6,9,8,7,7,1,4,9,6,8,7,7,2,7,6,3,5,7,8,8,8,7,6
194:1,9,4,7,4,6,9,3,3,7,5,8,1,9,5,1,5,8,1,7,8,9,1,5,3,3,1,1,5,4
195:5,8,8,5,9,2,1,2,5,1,8,6,4,9,1,6,8,5,9,9,8,3,3,2,9,4,8,2,6,8
196:8,6,8,9,9,4,2,9,4,6,8,4,3,6,1,1,7,9,7,6,8,1,2,8,1,3,2,4,3,4
197:8,6,8,8,1,5,4,5,9,8,1,4,5,6,1,8,1,5,5,6,1,4,3,7,1,6,9,2,9,1
198:4,3,2,8,8,7,5,1,6,3,3,6,7,4,1,6,1,8,1,3,7,5,6,6,5,7,6,6,7,6
199:4,8,9,8,8,8,8,3,1,3,7,6,9,3,4,9,5,8,2,1,6,4,5,7,5,9,9,7,8,8
200:9,2,6,4,2,7,4,8,6,7,4,6,4,5,1,1,3,2,3,5,6,8,6,1,5,3,5,6,5,7
201:1,9,7,3,1,2,8,8,4,8,5,8,6,4,4,2,2,8,4,3,5,9,9,7,3,4,8,1,8,6
202:8,6,8,8,1,5,4,5,9,8,1,4,5,6,1,8,1,5,5,6,1,4,3,7,1,6,9,2,9,4
203:2,7,9,5,4,1,6,1,6,7,1,3,8,3,9,5,8,7,6,3,3,4,1,4,3,5,4,7,7,4
204:3,4,4,4,8,6,3,2,5,9,3,7,6,3,3,9,1,9,8,4,9,3,9,2,9,8,1,3,4,7
205:4,2,5,3,2,7,9,5,1,8,7,3,6,1,6,9,1,1,8,3,7,7,1,5,8,5,4,9,2,3
206:7,4,8,2,6,6,6,9,4,6,8,3,9,7,6,5,3,8,7,4,9,9,2,5,7,8,5,4,4,1
207:4,7,7,4,9,9,4,3,7,8,6,6,8,2,8,7,3,7,5,4,9,1,6,1,7,8,4,3,7,9
208:2,6,7,3,4,9,1,9,1,5,6,5,2,3,9,8,4,4,8,5,3,7,5,8,8,6,1,2,7,5
209:1,6,8,3,4,8,8,8,9,7,6,4,4,4,5,1,1,3,7,1,4,6,8,2,4,8,1,3,2,2
210:7,4,8,6,7,6,1,4,7,1,9,5,7,5,6,4,2,9,4,5,2,3,9,5,5,4,6,6,1,4
211:6,4,1,4,2,8,6,3,8,2,8,8,7,4,2,7,6,8,1,6,2,8,6,4,2,7,9,6,4,1
212:3,1,6,2,4,6,8,9,9,4,1,2,4,9,3,2,9,1,6,5,1,9,6,9,2,1,1,9,1,3
213:9,3,9,4,9,6,8,7,7,7,8,4,5,4,2,4,1,3,9,4,6,1,9,1,2,6,8,7,7,2
214:9,1,1,9,5,9,4,4,3,7,3,5,6,3,8,4,1,8,8,1,7,1,7,5,3,9,2,2,8,5
215:1,4,7,2,4,2,5,3,8,7,6,6,7,7,5,8,5,1,9,6,8,2,4,6,1,4,3,6,3,2
216:7,7,7,8,6,5,2,3,1,3,3,6,6,4,9,5,1,6,4,6,6,1,8,3,9,5,5,6,7,3
217:9,7,6,2,3,6,7,8,3,8,9,4,4,4,4,8,4,7,1,5,2,1,2,3,9,9,1,7,1,4
218:3,4,4,7,1,1,7,8,8,4,3,4,1,9,9,9,8,2,8,7,4,2,5,4,6,1,8,1,8,6
219:7,2,4,1,8,3,8,1,8,1,2,2,6,7,3,6,6,6,2,5,7,6,2,8,9,9,8,5,7,5
220:4,5,2,1,7,7,2,7,3,4,9,6,6,5,8,6,6,9,2,4,8,2,7,3,2,2,6,8,7,8
221:5,6,4,7,9,1,9,2,8,1,9,6,9,2,2,3,5,2,1,8,5,9,1,3,2,9,4,8,7,7
222:5,6,2,2,4,6,3,7,7,5,2,7,7,8,9,1,2,8,3,3,8,5,5,5,9,6,3,2,9,6
223:2,5,5,5,7,8,6,3,2,2,9,6,2,6,2,9,8,8,1,1,7,7,8,3,2,3,8,1,1,2
224:6,4,5,4,3,9,7,9,3,3,3,2,9,6,3,1,2,9,4,7,6,3,3,1,4,5,7,9,8,7
225:9,1,2,9,4,8,4,4,6,3,3,2,9,7,3,9,2,6,3,8,2,8,2,9,1,3,5,3,4,9
